customerID,gender,InternetService,Dependents,DeviceProtection,Contract,OnlineBackup,MultipleLines,OnlineSecurity,PaperlessBilling,Partner,PaymentMethod,PhoneService,SeniorCitizen,StreamingMovies,StreamingTV,TechSupport,Sum of tenure,tenure (bins),Sum of TotalCharges,Sum of MonthlyCharges,Churn
4981-FLTMF,Female,DSL,Yes,No,Month-to-month,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,No,No,No,Yes,57,55,3687.85,65.2,No
4983-CCWMC,Male,Fiber optic,No,No,Month-to-month,No,No,No,Yes,No,Mailed check,Yes,No,No,No,No,3,0,207.4,69.6,No
4983-CLMLV,Female,Fiber optic,No,No,Month-to-month,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,52,50,5138.1,102.7,No
4986-MXSFP,Female,No,No,No internet service,Month-to-month,No internet service,No,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,2,0,40.9,20,No
4987-GQWPO,Male,DSL,No,No,Month-to-month,No,No phone service,No,No,No,Credit card (automatic),No,No,No,No,No,17,15,382.8,25.1,No
4988-IQIGL,Male,Fiber optic,No,No,Month-to-month,No,Yes,No,Yes,No,Electronic check,Yes,yes,No,No,No,1,0,75.35,75.35,Yes
4989-LIXVT,Male,Fiber optic,No,Yes,Month-to-month,Yes,Yes,No,Yes,No,Electronic check,Yes,yes,Yes,No,No,68,65,6503.2,95.9,No
4990-ALDGW,Male,No,No,No internet service,Two year,No internet service,No,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,57,55,1118.8,20.75,No
4992-LTJNE,Male,DSL,Yes,No,Two year,No,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,No,No,No,No,72,70,3983.6,55.3,No
4993-JCRGJ,Male,Fiber optic,No,Yes,Month-to-month,No,Yes,No,Yes,No,Mailed check,Yes,No,No,No,Yes,26,25,2281.6,84.3,No
4994-OBRSZ,Male,DSL,Yes,Yes,Two year,Yes,No,Yes,No,No,Bank transfer (automatic),Yes,No,Yes,No,Yes,14,10,1054.8,76.1,No
4998-IKFSE,Female,Fiber optic,No,Yes,Month-to-month,No,Yes,No,No,No,Electronic check,Yes,No,Yes,Yes,No,30,30,3096.9,100.45,No
4999-IEZLT,Male,DSL,No,No,One year,No,No phone service,No,No,No,Credit card (automatic),No,No,No,No,Yes,66,65,1983.15,29.45,No
5002-GCQFH,Male,Fiber optic,No,No,Month-to-month,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,No,Yes,No,49,45,4733.1,93.85,No
5003-OKNNK,Female,No,Yes,No internet service,One year,No internet service,No,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,15,15,335.95,20.35,No
5003-XZWWO,Male,DSL,No,Yes,Two year,Yes,Yes,No,No,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,71,70,5956.85,84.2,No
5006-MXVRN,Female,No,No,No internet service,Two year,No internet service,No,No internet service,No,No,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,39,35,762.45,20.7,No
5010-IPEAQ,Female,DSL,Yes,Yes,Two year,Yes,No phone service,Yes,No,Yes,Credit card (automatic),No,No,No,Yes,Yes,67,65,3623.95,54.2,No
5012-YSPJJ,Male,DSL,Yes,Yes,Month-to-month,No,No,No,No,Yes,Mailed check,Yes,No,No,No,Yes,31,30,1647,54.35,No
5013-SBUIH,Female,Fiber optic,No,No,Two year,Yes,Yes,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,Yes,50,50,5551.15,109.65,Yes
5014-GSOUQ,Male,No,No,No internet service,Two year,No internet service,No,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,13,10,243.65,19.95,No
5014-WUQMG,Male,Fiber optic,Yes,Yes,One year,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,Yes,No,No,47,45,4391.45,96.1,No
5016-ETTFF,Male,DSL,No,Yes,Month-to-month,No,No phone service,No,No,No,Mailed check,No,No,No,No,No,10,10,255.25,29.5,Yes
5016-IBERQ,Male,Fiber optic,No,Yes,Month-to-month,Yes,Yes,No,No,Yes,Electronic check,Yes,No,No,No,No,23,20,1968.1,84.25,No
5016-LIPDW,Male,No,Yes,No internet service,One year,No internet service,No,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,57,55,1061.6,19.4,No
5018-GWURO,Female,Fiber optic,No,No,Month-to-month,No,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,Yes,No,56,55,4902.8,85.6,No
5018-HEKFO,Female,No,No,No internet service,Month-to-month,No internet service,Yes,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,10,10,270.15,24.5,No
5018-LXQQG,Female,DSL,Yes,No,Month-to-month,No,No,Yes,No,Yes,Bank transfer (automatic),Yes,No,Yes,No,Yes,30,30,1923.5,66.3,No
5019-GQVCR,Male,Fiber optic,No,No,Month-to-month,No,Yes,No,Yes,No,Electronic check,Yes,yes,No,Yes,No,43,40,3645.6,84.85,No
5020-ZSTTY,Female,DSL,No,No,One year,Yes,Yes,Yes,No,No,Bank transfer (automatic),Yes,yes,Yes,Yes,Yes,54,50,4350.1,82.45,Yes
5022-JNQEQ,Female,Fiber optic,Yes,No,Month-to-month,No,No,No,Yes,Yes,Electronic check,Yes,No,No,No,Yes,9,5,647.5,75.85,No
5022-KVDQT,Male,Fiber optic,No,Yes,Month-to-month,No,Yes,No,Yes,No,Electronic check,Yes,No,No,No,No,27,25,2272.8,81.3,No
5025-GOOKI,Female,No,No,No internet service,Month-to-month,No internet service,No,No internet service,Yes,No,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,20,20,347.65,18.9,No
5027-QPKTE,Male,Fiber optic,No,No,Month-to-month,No,No,No,Yes,Yes,Electronic check,Yes,No,No,No,No,7,5,451.1,69.35,Yes
5027-XWQHA,Male,DSL,No,No,Month-to-month,No,No,No,No,No,Electronic check,Yes,No,No,No,No,6,5,270.95,44.75,Yes
5027-YOCXN,Male,Fiber optic,Yes,No,One year,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,51,50,5686.4,110.05,No
5028-GZLDO,Male,Fiber optic,No,No,Month-to-month,No,No,No,No,No,Credit card (automatic),Yes,No,No,No,No,2,0,140.7,70.7,Yes
5028-HTLJB,Male,No,No,No internet service,Month-to-month,No internet service,No,No internet service,No,No,Mailed check,Yes,yes,No internet service,No internet service,No internet service,1,0,20.05,20.05,Yes
5032-MIYKT,Female,Fiber optic,No,No,Month-to-month,No,No,No,Yes,No,Mailed check,Yes,No,No,No,No,1,0,70.7,70.7,No
5032-USPKF,Female,DSL,No,Yes,One year,Yes,Yes,Yes,No,No,Bank transfer (automatic),Yes,No,Yes,Yes,No,38,35,3187.65,84.1,No
5035-BVCXS,Male,Fiber optic,No,No,Month-to-month,Yes,No,No,Yes,No,Mailed check,Yes,No,No,No,No,11,10,866.4,75.9,No
5035-PGZXH,Female,Fiber optic,No,Yes,One year,Yes,Yes,No,Yes,No,Electronic check,Yes,No,Yes,Yes,No,56,55,5914.4,106.8,No
5038-ETMLM,Female,Fiber optic,No,Yes,Two year,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,72,70,8182.75,113.65,No
5039-LZRQT,Female,No,No,No internet service,One year,No internet service,No,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,13,10,273.25,20.2,No
5043-TRZWM,Female,Fiber optic,No,Yes,Month-to-month,No,No,No,No,No,Electronic check,Yes,No,No,No,No,1,0,75.55,75.55,No
5044-LRQAQ,Female,Fiber optic,No,No,Month-to-month,No,No,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,No,No,7,5,477.55,69.2,No
5044-XDPYX,Female,No,No,No internet service,Two year,No internet service,Yes,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,51,50,1281.25,25.5,No
5046-NUHWD,Female,DSL,No,Yes,Month-to-month,No,No phone service,Yes,Yes,Yes,Electronic check,No,yes,Yes,No,No,29,25,1228.65,45,No
5047-LHVLY,Male,DSL,Yes,Yes,Month-to-month,No,No,No,Yes,No,Mailed check,Yes,yes,No,No,No,1,0,50.15,50.15,Yes
5049-GLYVG,Male,No,No,No internet service,Month-to-month,No internet service,No,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,1,0,20.6,20.6,Yes
5049-MUBWG,Male,DSL,No,No,One year,No,No,Yes,No,No,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,26,25,1908.35,75,No
5052-PNLOS,Male,Fiber optic,No,Yes,Month-to-month,Yes,Yes,No,Yes,No,Bank transfer (automatic),Yes,No,Yes,Yes,No,3,0,323.25,105.35,Yes
5054-IEXZT,Male,Fiber optic,Yes,No,Month-to-month,Yes,No,No,Yes,No,Electronic check,Yes,No,No,No,No,1,0,75.35,75.35,Yes
5055-BRMNE,Female,Fiber optic,Yes,No,Two year,No,Yes,Yes,No,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,67,65,7009.5,106.7,No
5055-MGMGF,Female,Fiber optic,No,Yes,Month-to-month,No,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,65,65,6914.95,105.05,No
5056-FIMPT,Female,Fiber optic,Yes,No,One year,Yes,No,Yes,Yes,No,Credit card (automatic),Yes,No,Yes,Yes,Yes,43,40,4532.3,106,No
5057-LCOUI,Female,DSL,No,Yes,Month-to-month,No,No phone service,No,Yes,No,Electronic check,No,No,Yes,Yes,No,39,35,2011.4,50.75,Yes
5057-RKGLH,Female,No,Yes,No internet service,Two year,No internet service,No,No internet service,No,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,9,5,191.1,20.35,No
5060-TQUQN,Male,Fiber optic,Yes,No,Month-to-month,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,No,No,Yes,30,30,2570.2,83.55,No
5061-PBXFW,Female,DSL,Yes,No,Month-to-month,Yes,No,Yes,No,Yes,Bank transfer (automatic),Yes,No,No,No,Yes,32,30,1864.65,61.4,No
5062-CJJKH,Male,DSL,Yes,Yes,One year,Yes,No,No,No,Yes,Mailed check,Yes,No,No,No,No,25,25,1355.45,53.65,No
5063-IUOKK,Male,No,No,No internet service,Two year,No internet service,No,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,13,10,265.75,19.75,No
5066-GFJMM,Female,No,No,No internet service,Month-to-month,No internet service,No,No internet service,Yes,Yes,Mailed check,Yes,No,No internet service,No internet service,No internet service,3,0,45.75,19.9,No
5067-DGXLL,Male,No,No,No internet service,Month-to-month,No internet service,No,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,2,0,36.8,20.25,No
5067-WJEUN,Male,DSL,Yes,No,Two year,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,No,No,No,67,65,3838.2,54.2,No
5067-XJQFU,Male,Fiber optic,Yes,Yes,One year,Yes,Yes,No,Yes,Yes,Electronic check,Yes,yes,Yes,Yes,Yes,66,65,7076.35,108.45,No
5071-FBJFS,Female,DSL,Yes,No,Month-to-month,No,No,Yes,No,Yes,Electronic check,Yes,No,No,No,No,4,0,217.1,50.3,No
5073-RZGBK,Female,DSL,Yes,Yes,One year,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,No,Yes,50,50,4042.2,80.05,No
5073-WXOYN,Female,DSL,No,No,Month-to-month,Yes,No phone service,No,Yes,No,Electronic check,No,No,Yes,Yes,No,60,60,3027.4,50.8,Yes
5074-FBGHB,Male,Fiber optic,No,Yes,One year,No,Yes,No,Yes,No,Credit card (automatic),Yes,No,Yes,Yes,Yes,64,60,6889.8,104.65,No
5075-JSDKI,Female,No,No,No internet service,Two year,No internet service,Yes,No internet service,No,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,59,55,1493.1,24.45,No
5076-YVXCM,Male,Fiber optic,No,No,Month-to-month,No,Yes,No,No,No,Bank transfer (automatic),Yes,No,Yes,No,No,51,50,4149.45,83.4,No
5077-DXTCG,Female,DSL,No,No,Month-to-month,No,No,No,Yes,No,Electronic check,Yes,No,No,No,No,1,0,45.3,45.3,Yes
5081-NWSUP,Female,DSL,No,No,One year,Yes,No,No,No,No,Mailed check,Yes,No,Yes,No,Yes,10,10,685.55,64.9,No
5084-OOVCJ,Female,DSL,Yes,No,Month-to-month,No,No,Yes,Yes,Yes,Credit card (automatic),Yes,No,No,No,Yes,17,15,920.5,55.35,No
5087-SUURX,Female,DSL,No,Yes,Month-to-month,No,No phone service,No,Yes,Yes,Electronic check,No,No,No,Yes,No,18,15,669.85,39.05,Yes
5088-QZLRL,Male,No,No,No internet service,Month-to-month,No internet service,No,No internet service,No,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,1,0,20.65,20.65,No
5089-IFSDP,Female,Fiber optic,No,Yes,Two year,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,No,58,55,6144.55,109.45,Yes
5090-EMGTC,Female,Fiber optic,No,No,Two year,Yes,No,No,Yes,Yes,Mailed check,Yes,No,Yes,Yes,Yes,59,55,6034.85,100.05,No
5091-HFAZW,Female,Fiber optic,No,No,Month-to-month,Yes,No,Yes,Yes,No,Electronic check,Yes,No,No,Yes,No,2,0,168.5,91.15,No
5092-STPKP,Female,DSL,No,No,Month-to-month,No,No,Yes,No,No,Credit card (automatic),Yes,No,No,No,Yes,24,20,1381.2,56.35,No
5093-FEGLU,Female,No,No,No internet service,Two year,No internet service,No,No internet service,No,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,47,45,921.55,19.65,No
5095-AESKG,Female,Fiber optic,No,No,Month-to-month,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,No,No,3,0,242.95,91.5,Yes
5095-ETBRJ,Female,DSL,No,No,Two year,Yes,No,Yes,No,Yes,Mailed check,Yes,No,No,No,Yes,55,55,3112.05,56.8,No
5099-BAILX,Male,Fiber optic,Yes,Yes,Month-to-month,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,yes,Yes,Yes,Yes,43,40,4687.9,110.75,Yes
5103-MHMHY,Female,DSL,Yes,No,Month-to-month,No,No,No,No,No,Mailed check,Yes,No,No,No,No,1,0,45.95,45.95,Yes
5108-ADXWO,Male,Fiber optic,No,No,Month-to-month,No,No,Yes,Yes,No,Electronic check,Yes,No,No,No,No,11,10,791.75,73.5,Yes
5110-CHOPY,Female,DSL,No,Yes,Two year,No,No phone service,Yes,No,No,Electronic check,No,No,Yes,Yes,No,60,60,3237.05,53.6,No
5115-GZDEL,Male,DSL,Yes,Yes,Two year,Yes,No phone service,Yes,No,No,Credit card (automatic),No,No,Yes,Yes,Yes,72,70,4671.7,67.2,No
5115-SQAAU,Female,No,Yes,No internet service,Two year,No internet service,Yes,No internet service,Yes,Yes,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,69,65,1673.4,25.6,No
5117-IFGPS,Male,Fiber optic,No,No,Month-to-month,No,Yes,No,Yes,Yes,Electronic check,Yes,yes,Yes,No,No,29,25,2357.75,84.3,No
5117-ZSMHQ,Female,DSL,Yes,Yes,Two year,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,71,70,6342.7,89.9,No
5118-MUEYH,Female,Fiber optic,No,No,Month-to-month,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,48,45,5083.55,105.1,No
5119-KEPFY,Male,Fiber optic,No,No,Month-to-month,No,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,No,36,35,3440.25,95,No
5119-NZPTV,Male,Fiber optic,No,No,Month-to-month,No,No,No,No,Yes,Electronic check,Yes,yes,No,No,No,2,0,141.65,70.1,No
5120-ZBLAI,Female,DSL,No,Yes,One year,No,Yes,No,No,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,No,50,50,3876.2,75.7,No
5122-CYFXA,Female,DSL,No,No,Month-to-month,Yes,No,No,Yes,No,Electronic check,Yes,No,Yes,Yes,Yes,3,0,244.1,75.3,No
5124-EOGYE,Male,No,No,No internet service,Two year,No internet service,No,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,31,30,638.55,20.45,No
5125-CNDSP,Male,DSL,Yes,No,One year,Yes,No phone service,Yes,Yes,No,Bank transfer (automatic),No,No,No,No,Yes,63,60,2588.95,40.6,No
5126-RCXYW,Male,DSL,Yes,Yes,Two year,No,No phone service,No,No,Yes,Credit card (automatic),No,No,Yes,No,Yes,54,50,2424.05,46,No
5127-BZENZ,Female,DSL,Yes,No,One year,No,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,No,No,Yes,No,56,55,3512.15,65.2,No
5129-HHMZC,Female,DSL,No,No,Two year,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,43,40,3574.5,86.45,No
5129-JLPIS,Male,Fiber optic,No,Yes,Month-to-month,No,No,Yes,Yes,No,Electronic check,Yes,No,Yes,Yes,Yes,25,25,2686.05,105.5,No
5130-IEKQT,Male,Fiber optic,No,Yes,Month-to-month,Yes,Yes,No,No,No,Mailed check,Yes,yes,Yes,Yes,No,25,25,2655.25,105.95,Yes
5130-YPIRV,Female,DSL,No,Yes,Two year,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,No,No,Yes,No,62,60,4284.2,72,No
5131-PONJI,Male,Fiber optic,Yes,Yes,Month-to-month,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,No,No,Yes,No,49,45,4494.65,90.4,No
5133-POWUA,Male,DSL,No,No,Month-to-month,No,No,No,Yes,No,Mailed check,Yes,No,No,No,No,1,0,45.8,45.8,No
5133-VRSAB,Male,DSL,No,No,Month-to-month,No,No phone service,Yes,No,No,Mailed check,No,No,No,No,No,8,5,216.45,29.35,No
5134-IKDAY,Female,Fiber optic,Yes,No,Month-to-month,No,No,No,Yes,Yes,Electronic check,Yes,No,No,No,No,1,0,69.8,69.8,Yes
5135-GRQJV,Male,Fiber optic,No,Yes,Two year,Yes,Yes,Yes,Yes,Yes,Mailed check,Yes,yes,Yes,Yes,Yes,72,70,8331.95,114.5,No
5135-RDDQL,Female,DSL,Yes,No,Two year,No,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,No,No,No,63,60,3221.25,50.65,No
5136-GFPMB,Male,Fiber optic,No,Yes,Month-to-month,No,Yes,No,No,No,Credit card (automatic),Yes,No,Yes,No,No,54,50,4869.5,89.4,No
5136-KCKGI,Female,Fiber optic,Yes,Yes,One year,No,Yes,Yes,Yes,Yes,Mailed check,Yes,No,Yes,Yes,No,33,30,3467,103.7,Yes
5136-RGMZO,Male,DSL,No,No,Month-to-month,Yes,Yes,No,Yes,No,Electronic check,Yes,No,No,Yes,Yes,31,30,2168.15,71.05,No
5138-WVKYJ,Male,Fiber optic,No,No,Month-to-month,No,Yes,Yes,No,No,Electronic check,Yes,No,Yes,Yes,No,10,10,1008.55,98.55,Yes
5140-FOMCQ,Female,Fiber optic,No,Yes,One year,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,No,59,55,6557.75,109.15,No
5141-ZUVBH,Female,Fiber optic,Yes,Yes,Month-to-month,No,No,Yes,No,No,Bank transfer (automatic),Yes,No,Yes,No,Yes,9,5,870.25,93,No
5143-EGQFK,Female,DSL,No,No,Month-to-month,No,No phone service,No,Yes,No,Electronic check,No,yes,No,No,Yes,10,10,291.4,29.65,Yes
5143-WMWOG,Male,No,No,No internet service,Month-to-month,No internet service,No,No internet service,No,No,Electronic check,Yes,No,No internet service,No internet service,No internet service,1,0,19.95,19.95,Yes
5144-PQCDZ,Male,No,No,No internet service,Month-to-month,No internet service,No,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,4,0,59.25,19.95,No
5144-TVGLP,Male,Fiber optic,No,No,Month-to-month,No,Yes,No,No,No,Electronic check,Yes,yes,Yes,Yes,No,38,35,3653,94.75,No
5146-CBVOE,Female,Fiber optic,No,No,Month-to-month,Yes,No,No,No,No,Bank transfer (automatic),Yes,No,No,No,No,16,15,1212.85,75.1,No
5146-YYFRZ,Male,No,No,No internet service,Two year,No internet service,No,No internet service,No,No,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,67,65,1311.75,19.95,No
5148-HKFIR,Female,No,No,No internet service,Two year,No internet service,No,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,20,20,406.95,19.7,No
5148-ORICT,Female,DSL,No,Yes,Two year,Yes,No,Yes,Yes,Yes,Mailed check,Yes,No,Yes,No,Yes,64,60,4759.55,74.35,No
5149-CUZUJ,Male,Fiber optic,Yes,Yes,One year,Yes,No,No,No,Yes,Bank transfer (automatic),Yes,No,No,Yes,Yes,28,25,2768.35,92.9,No
5149-QYTTU,Female,Fiber optic,Yes,Yes,One year,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,No,No,Yes,71,70,6770.85,95.15,No
5149-TGWDZ,Female,Fiber optic,No,Yes,One year,Yes,No,No,Yes,No,Mailed check,Yes,No,Yes,Yes,Yes,21,20,2239.4,104.55,No
5150-ITWWB,Male,Fiber optic,No,No,Month-to-month,No,Yes,No,Yes,No,Electronic check,Yes,yes,Yes,Yes,No,3,0,335.75,94.85,No
5150-LJNSR,Male,Fiber optic,Yes,Yes,One year,No,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,No,No,Yes,No,31,30,3082.1,98.05,No
5151-HQRDG,Male,DSL,No,No,Month-to-month,No,Yes,Yes,Yes,Yes,Mailed check,Yes,No,No,No,No,37,35,2030.75,55.05,No
5153-LXKDT,Male,Fiber optic,Yes,Yes,Two year,Yes,Yes,Yes,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,68,65,7467.5,110.2,No
5153-RTHKF,Female,Fiber optic,No,No,Month-to-month,No,Yes,No,No,No,Electronic check,Yes,No,No,Yes,No,34,30,2896.6,85.35,No
5154-VEKBL,Female,DSL,No,Yes,Month-to-month,No,No phone service,Yes,No,No,Mailed check,No,No,Yes,Yes,Yes,9,5,539.85,58.5,Yes
5155-AZQPB,Female,DSL,Yes,No,Month-to-month,No,Yes,No,No,Yes,Mailed check,Yes,No,No,No,No,28,25,1410.25,49.9,No
5156-UMKOW,Female,DSL,Yes,No,Month-to-month,Yes,No phone service,No,No,No,Mailed check,No,No,No,No,No,3,0,90.05,29.65,No
5158-RIVOP,Female,No,Yes,No internet service,Two year,No internet service,No,No internet service,No,Yes,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,11,10,202.3,20.9,No
5159-YFPKQ,Female,Fiber optic,No,Yes,Month-to-month,No,No,No,Yes,No,Electronic check,Yes,No,No,No,No,2,0,160.75,75.8,Yes
5160-UXJED,Male,DSL,Yes,No,One year,No,No,No,No,No,Mailed check,Yes,No,No,No,No,17,15,681.4,44.6,No
5161-UBZXI,Male,Fiber optic,Yes,No,Two year,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,69,65,7261.75,106.35,No
5161-XEUVX,Male,Fiber optic,No,Yes,Two year,No,Yes,No,No,Yes,Mailed check,Yes,No,No,Yes,Yes,37,35,3460.95,94.3,No
5167-GBFRE,Male,DSL,No,No,Month-to-month,No,No phone service,No,Yes,No,Bank transfer (automatic),No,yes,No,No,No,4,0,102.5,25.2,Yes
5167-ZFFMM,Male,Fiber optic,No,No,Month-to-month,Yes,Yes,No,Yes,No,Credit card (automatic),Yes,No,Yes,No,No,1,0,90.85,90.85,Yes
5168-MQQCA,Female,Fiber optic,No,Yes,One year,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,No,Yes,Yes,Yes,72,70,8003.8,108.5,No
5168-MSWXT,Male,Fiber optic,Yes,Yes,Month-to-month,No,No,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,8,5,759.55,94.75,No
5170-PTRKA,Female,DSL,Yes,No,One year,No,No phone service,Yes,Yes,Yes,Credit card (automatic),No,No,No,No,Yes,49,45,1782,35.8,No
5171-EPLKN,Male,No,No,No internet service,Two year,No internet service,No,No internet service,No,No,Credit card (automatic),Yes,No,No internet service,No internet service,No internet service,27,25,470,19.85,No
5172-MIGPM,Male,DSL,No,No,Month-to-month,No,Yes,No,No,No,Mailed check,Yes,No,Yes,No,Yes,4,0,237.2,65.55,No
5172-RKOCB,Male,Fiber optic,No,No,Two year,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes,Yes,72,70,7875,108.95,No
5173-WXOQV,Male,DSL,No,No,Month-to-month,Yes,No,No,Yes,Yes,Mailed check,Yes,No,Yes,No,Yes,2,0,143.65,64.2,No
5173-ZXXXL,Male,No,No,No internet service,One year,No internet service,No,No internet service,No,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,2,0,47.7,19.95,No
5174-ITUMV,Male,Fiber optic,Yes,Yes,One year,Yes,Yes,No,Yes,Yes,Electronic check,Yes,No,Yes,Yes,No,67,65,6989.45,105.4,No
5174-RNGBH,Female,DSL,No,No,Month-to-month,Yes,No,No,No,No,Mailed check,Yes,No,No,Yes,Yes,9,5,620.55,66.25,Yes
5175-AOBHI,Female,DSL,No,No,Month-to-month,No,No,No,Yes,No,Mailed check,Yes,No,No,No,No,4,0,193.6,46,Yes
5175-WLYXL,Male,Fiber optic,No,No,Month-to-month,Yes,Yes,No,Yes,No,Mailed check,Yes,No,No,No,No,22,20,1600.25,78.85,No
5176-LDKUH,Female,Fiber optic,No,No,One year,Yes,No,No,No,No,Electronic check,Yes,No,No,No,No,48,45,3772.65,75.15,No
5176-LMJXE,Female,No,No,No internet service,Two year,No internet service,No,No internet service,Yes,No,Mailed check,Yes,No,No internet service,No internet service,No internet service,47,45,945.7,20.55,No
5176-OLSKT,Female,DSL,No,Yes,Two year,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,No,No,No,No,66,65,4370.25,66.9,No
5177-RVZNU,Female,No,Yes,No internet service,One year,No internet service,No,No internet service,No,No,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,37,35,755.4,20.3,No
5178-LMXOP,Male,Fiber optic,No,No,Month-to-month,No,Yes,No,Yes,Yes,Electronic check,Yes,yes,Yes,Yes,No,1,0,95.1,95.1,Yes
5180-UCIIQ,Male,DSL,Yes,No,Month-to-month,No,No phone service,Yes,No,Yes,Mailed check,No,yes,Yes,No,No,22,20,880.2,40.05,Yes
5181-OABFK,Female,DSL,Yes,Yes,Two year,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,No,No,No,No,56,55,3346.8,61.3,No
5183-KLYEM,Female,Fiber optic,No,Yes,Two year,Yes,Yes,Yes,Yes,No,Credit card (automatic),Yes,No,Yes,Yes,Yes,72,70,8192.6,112.75,No
5183-SNMJQ,Male,Fiber optic,No,No,Month-to-month,No,No,No,Yes,No,Credit card (automatic),Yes,No,Yes,Yes,Yes,10,10,865.1,95.1,No
5186-EJEGL,Male,DSL,No,Yes,Month-to-month,No,No,Yes,Yes,No,Mailed check,Yes,No,No,Yes,Yes,9,5,653.25,69.5,No
5186-PEIZU,Female,No,No,No internet service,Month-to-month,No internet service,No,No internet service,No,No,Bank transfer (automatic),Yes,No,No internet service,No internet service,No internet service,35,35,617.65,19.25,No
5186-SAMNZ,Male,Fiber optic,No,No,Month-to-month,No,No,No,Yes,No,Bank transfer (automatic),Yes,yes,No,No,No,1,0,69.5,69.5,Yes
5188-HGMLP,Male,Fiber optic,No,No,Month-to-month,No,Yes,No,No,Yes,Bank transfer (automatic),Yes,yes,No,No,No,54,50,3919.15,74,No
